date,session,direction,entry,sl,tp,pnl,commission,equity,cummax,drawdown,year,month
2018-01-24,EU,BUY,10979.66,10922.2197,11027.97,1.5291750217181783,0.15291925703730602,144.25795120108893,145.37519026750732,-0.007685211378657816,2018,2018-01
2018-01-24,NY,SELL,11161.54,11267.9803,11122.0,-2.08388957941682,0.08388957941681992,142.1740616216721,145.37519026750732,-0.022019772699487176,2018,2018-01
2018-01-25,EU,BUY,11539.98,11459.9997,11568.96,0.6092502278686074,0.11542822420021037,142.78331184954072,145.37519026750732,-0.01782889097649495,2018,2018-01
2018-01-25,EU,BUY,11539.98,11459.9997,11568.96,0.6092502278686074,0.11542822420021037,143.39256207740934,145.37519026750732,-0.013638009253502722,2018,2018-01
2018-01-26,EU,SELL,11301.02,11384.3503,11260.0,0.8760220952042799,0.10849374117217918,144.26858417261363,145.37519026750732,-0.007612069795798085,2018,2018-01
2018-01-26,EU,SELL,11301.02,11384.3503,11260.0,0.8760220952042799,0.10849374117217918,145.14460626781792,145.37519026750732,-0.0015861303380934485,2018,2018-01
2018-01-26,NY,BUY,10605.0,10493.4397,10650.0,0.7306900393778125,0.07604855849258259,145.87529630719573,145.87529630719573,0.0,2018,2018-01
2018-01-26,NY,BUY,10605.0,10493.4397,10650.0,0.7306900393778125,0.07604855849258259,146.60598634657353,146.60598634657353,0.0,2018,2018-01
2018-01-27,EU,SELL,11240.0,11297.960299999999,11170.0,2.2603057610123254,0.15514067387505212,148.86629210758585,148.86629210758585,0.0,2018,2018-01
2018-01-27,EU,SELL,11240.0,11297.960299999999,11170.0,2.2603057610123254,0.15514067387505212,151.12659786859817,151.12659786859817,0.0,2018,2018-01
2018-01-27,NY,SELL,11037.29,11072.0603,11017.85,-2.2539475356842025,0.2539475356842026,148.87265033291396,151.12659786859817,-0.014914300774797903,2018,2018-01
2018-01-28,EU,SELL,12170.05,12237.800299999999,12042.66,3.6168690027940826,0.1437047511228739,152.48951933570805,152.48951933570805,0.0,2018,2018-01
2018-01-28,EU,SELL,12170.05,12237.800299999999,12042.66,3.6168690027940826,0.1437047511228739,156.10638833850214,156.10638833850214,0.0,2018,2018-01
2018-01-29,EU,SELL,11350.02,11429.9503,11320.0,0.6375552700290237,0.11359917327971998,156.74394360853117,156.74394360853117,0.0,2018,2018-01
2018-01-29,EU,SELL,11350.02,11429.9503,11320.0,0.6375552700290237,0.11359917327971998,157.3814988785602,157.3814988785602,0.0,2018,2018-01
2018-01-30,EU,SELL,11000.71,11033.0003,10929.06,4.16531998773616,0.2725452535281445,161.54681886629635,161.54681886629635,0.0,2018,2018-01
2018-01-30,EU,SELL,11000.71,11033.0003,10929.06,4.16531998773616,0.2725452535281445,165.7121388540325,165.7121388540325,0.0,2018,2018-01
2018-01-30,NY,BUY,11062.05,11030.1697,11075.01,0.5354516739178266,0.2775896086297904,166.24759052795034,166.24759052795034,0.0,2018,2018-01
2018-01-30,NY,BUY,11062.05,11030.1697,11075.01,0.5354516739178266,0.2775896086297904,166.78304220186817,166.78304220186817,0.0,2018,2018-01
2018-01-31,EU,SELL,10195.0,10244.7703,10147.55,-2.1638728317892393,0.16387283178923934,164.61916937007894,166.78304220186817,-0.012974177729473005,2018,2018-01
2018-01-31,NY,BUY,10345.94,10328.039700000001,10370.0,-2.4623806304922438,0.4623806304922436,162.1567887395867,166.78304220186817,-0.027738152519619065,2018,2018-01
2018-02-01,NY,BUY,9455.25,9378.0697,9500.0,-2.0980068748113183,0.09800687481131845,160.05878186477537,166.78304220186817,-0.04031741026137417,2018,2018-02
2018-02-02,EU,SELL,8688.34,8850.0003,8656.0,-2.0429955406491267,0.04299554064912672,158.01578632412625,166.78304220186817,-0.05256683030838559,2018,2018-02
2018-02-02,NY,BUY,8200.0,8085.1297,8650.0,-2.0571078860244993,0.05710788602449915,155.95867843810174,166.78304220186817,-0.0649008653449612,2018,2018-02
2018-02-03,EU,BUY,8788.0,8714.949700000001,8860.0,-2.0962405356309297,0.09624053563092964,153.86243790247082,166.78304220186817,-0.07746953244658243,2018,2018-02
2018-02-03,NY,BUY,9021.96,8968.9997,9047.34,0.8221711735017174,0.13628261169215733,154.68460907597253,166.78304220186817,-0.07253994750408817,2018,2018-02
2018-02-03,NY,BUY,9021.96,8968.9997,9047.34,0.8221711735017174,0.13628261169215733,155.50678024947425,166.78304220186817,-0.0676103625615939,2018,2018-02
2018-02-04,EU,BUY,9308.33,9270.039700000001,9330.0,0.9374002293009278,0.19447912395568182,156.44418047877517,166.78304220186817,-0.061989885701804255,2018,2018-02
2018-02-04,EU,BUY,9308.33,9270.039700000001,9330.0,0.9374002293009278,0.19447912395568182,157.3815807080761,166.78304220186817,-0.056369408842014614,2018,2018-02
2018-02-06,EU,SELL,6175.38,6252.0103,6152.2,-2.064469328712011,0.06446932871201096,155.31711137936406,166.78304220186817,-0.06874758171532905,2018,2018-02
2018-02-06,NY,BUY,6730.0,6544.469700000001,6770.0,0.4021768950947647,0.02901951864466352,155.71928827445882,166.78304220186817,-0.06633620409692602,2018,2018-02
2018-02-06,NY,BUY,6730.0,6544.469700000001,6770.0,0.4021768950947647,0.02901951864466352,156.12146516955357,166.78304220186817,-0.06392482647852298,2018,2018-02
2018-02-07,EU,SELL,7395.0,7479.9902999999995,7374.2,0.41985967810444935,0.06960794349472865,156.54132484765802,166.78304220186817,-0.06140742619272976,2018,2018-02
2018-02-07,EU,SELL,7395.0,7479.9902999999995,7374.2,0.41985967810444935,0.06960794349472865,156.96118452576246,166.78304220186817,-0.058890025906936545,2018,2018-02
2018-02-07,NY,BUY,8190.99,8090.8397,8200.0,0.11449998652026516,0.06542957934224905,157.07568451228272,166.78304220186817,-0.05820350535299635,2018,2018-02
2018-02-07,NY,BUY,8190.99,8090.8397,8200.0,0.11449998652026516,0.06542957934224905,157.19018449880298,166.78304220186817,-0.057516984799056155,2018,2018-02
2018-02-09,NY,BUY,8286.06,8230.0197,8300.0,-2.1182871612036362,0.11828716120363646,155.07189733759935,166.78304220186817,-0.07021783935379995,2018,2018-02
2018-02-10,NY,BUY,8580.7,8532.9997,8610.96,1.1248449171178445,0.14391020601547452,156.1967422547172,166.78304220186817,-0.06347347912228203,2018,2018-02
2018-02-10,NY,BUY,8580.7,8532.9997,8610.96,1.1248449171178445,0.14391020601547452,157.32158717183506,166.78304220186817,-0.05672911889076411,2018,2018-02
2018-02-11,NY,BUY,8320.0,8229.9997,8375.0,1.1482628391238734,0.07395530903785902,158.46985001095894,166.78304220186817,-0.04984434916858781,2018,2018-02
2018-02-11,NY,BUY,8320.0,8229.9997,8375.0,1.1482628391238734,0.07395530903785902,159.6181128500828,166.78304220186817,-0.04295957944641152,2018,2018-02
2018-02-12,EU,SELL,8375.0,8434.4103,8361.0,0.35852369033652676,0.11277505752369624,159.97663654041935,166.78304220186817,-0.04080993829822695,2018,2018-02
2018-02-12,EU,SELL,8375.0,8434.4103,8361.0,0.35852369033652676,0.11277505752369624,160.3351602307559,166.78304220186817,-0.03866029715004237,2018,2018-02
2018-02-12,NY,BUY,8760.26,8689.9997,8773.01,0.26318976719427645,0.09974634324077764,160.59834999795015,166.78304220186817,-0.037082260416093686,2018,2018-02
2018-02-12,NY,BUY,8760.26,8689.9997,8773.01,0.26318976719427645,0.09974634324077764,160.8615397651444,166.78304220186817,-0.035504223682144995,2018,2018-02
2018-02-13,NY,BUY,8555.0,8532.029700000001,8570.01,-2.2979499614720003,0.2979499614720002,158.56358980367241,166.78304220186817,-0.04928230286294471,2018,2018-02
2018-02-14,EU,BUY,8815.0,8795.9997,8835.75,-2.3711520344415673,0.37115203444156736,156.19243776923085,166.78304220186817,-0.06349928801405862,2018,2018-02
2018-02-15,NY,BUY,9655.43,9619.9997,9690.66,1.7706780919156526,0.21801520167766017,157.9631158611465,166.78304220186817,-0.05288263257631647,2018,2018-02
2018-02-15,NY,BUY,9655.43,9619.9997,9690.66,1.7706780919156526,0.21801520167766017,159.73379395306213,166.78304220186817,-0.04226597713857433,2018,2018-02
2018-02-16,EU,BUY,9857.62,9808.9997,9874.7,0.540389590356283,0.16219760059069813,160.27418354341842,166.78304220186817,-0.03902590198931415,2018,2018-02
2018-02-16,EU,BUY,9857.62,9808.9997,9874.7,0.540389590356283,0.16219760059069813,160.8145731337747,166.78304220186817,-0.03578582684005398,2018,2018-02
2018-02-16,NY,SELL,9760.0,9830.0003,9740.0,0.4598837433553876,0.11154237910409004,161.2744568771301,166.78304220186817,-0.033028449727345095,2018,2018-02
2018-02-16,NY,SELL,9760.0,9830.0003,9740.0,0.4598837433553876,0.11154237910409004,161.73434062048548,166.78304220186817,-0.030271072614636213,2018,2018-02
2018-02-17,EU,SELL,10640.0,10753.0003,10570.41,1.1563509123427163,0.07532723364451266,162.89069153282819,166.78304220186817,-0.02333780831464163,2018,2018-02
2018-02-17,EU,SELL,10640.0,10753.0003,10570.41,1.1563509123427163,0.07532723364451266,164.0470424451709,166.78304220186817,-0.016404544014647048,2018,2018-02
2018-02-17,NY,BUY,10797.0,10760.9997,10868.0,3.704480240442472,0.23993133390555282,167.75152268561337,167.75152268561337,0.0,2018,2018-02
2018-02-17,NY,BUY,10797.0,10760.9997,10868.0,3.704480240442472,0.23993133390555282,171.45600292605585,171.45600292605585,0.0,2018,2018-02
2018-02-18,EU,BUY,10510.03,10391.7497,10526.0,0.19895093265741312,0.07108558229899634,171.65495385871327,171.65495385871327,0.0,2018,2018-02
2018-02-18,EU,BUY,10510.03,10391.7497,10526.0,0.19895093265741312,0.07108558229899634,171.8539047913707,171.8539047913707,0.0,2018,2018-02
2018-02-19,EU,BUY,10536.0,10457.7397,10550.0,0.25007826445848047,0.10770211716540837,172.1039830558292,172.1039830558292,0.0,2018,2018-02
2018-02-19,EU,BUY,10536.0,10457.7397,10550.0,0.25007826445848047,0.10770211716540837,172.35406132028768,172.35406132028768,0.0,2018,2018-02
2018-02-19,NY,SELL,10920.0,10964.9903,10880.0,1.5839858814011203,0.19417518887404844,173.93804720168882,173.93804720168882,0.0,2018,2018-02
2018-02-19,NY,SELL,10920.0,10964.9903,10880.0,1.5839858814011203,0.19417518887404844,175.52203308308995,175.52203308308995,0.0,2018,2018-02
2018-02-20,EU,SELL,11531.46,11578.1703,11501.62,1.0801650171374613,0.19749751125554477,176.6021981002274,176.6021981002274,0.0,2018,2018-02
2018-02-20,EU,SELL,11531.46,11578.1703,11501.62,1.0801650171374613,0.19749751125554477,177.68236311736487,177.68236311736487,0.0,2018,2018-02
2018-02-21,EU,SELL,11031.0,11086.0003,10965.59,2.2180824468230242,0.16045003390890683,179.9004455641879,179.9004455641879,0.0,2018,2018-02
2018-02-21,EU,SELL,11031.0,11086.0003,10965.59,2.2180824468230242,0.16045003390890683,182.1185280110109,182.1185280110109,0.0,2018,2018-02
2018-02-21,NY,BUY,11069.0,11006.9997,11085.0,-2.1428251153623457,0.1428251153623457,179.97570289564857,182.1185280110109,-0.011766101663378185,2018,2018-02
2018-02-23,NY,SELL,10126.0,10175.800299999999,10088.1,1.3594134975090648,0.16266568675289445,181.33511639315762,182.1185280110109,-0.0043016579719221334,2018,2018-02
2018-02-23,NY,SELL,10126.0,10175.800299999999,10088.1,1.3594134975090648,0.16266568675289445,182.69452989066667,182.69452989066667,0.0,2018,2018-02
2018-02-24,EU,SELL,10000.0,10153.4103,9955.0,0.5345143057539177,0.052147737146723674,183.2290441964206,183.2290441964206,0.0,2018,2018-02
2018-02-24,EU,SELL,10000.0,10153.4103,9955.0,0.5345143057539177,0.052147737146723674,183.76355850217453,183.76355850217453,0.0,2018,2018-02
2018-02-24,NY,SELL,9740.0,9796.0003,9674.09,-2.1391421117386877,0.13914211173868787,181.62441639043584,183.76355850217453,-0.01164073078021821,2018,2018-02
2018-02-25,NY,SELL,9552.0,9595.9903,9526.0,1.0083677538002815,0.17371102265726968,182.63278414423613,183.76355850217453,-0.00615342000968612,2018,2018-02
2018-02-25,NY,SELL,9552.0,9595.9903,9526.0,1.0083677538002815,0.17371102265726968,183.6411518980364,183.76355850217453,-0.0006661092391540306,2018,2018-02
2018-02-26,EU,BUY,9449.11,9416.6097,9469.0,0.9913973717165421,0.23259132992618747,184.63254926975296,184.63254926975296,0.0,2018,2018-02
2018-02-26,EU,BUY,9449.11,9416.6097,9469.0,0.9913973717165421,0.23259132992618747,185.6239466414695,185.6239466414695,0.0,2018,2018-02
2018-02-26,NY,SELL,9667.0,9707.0003,9649.7,0.6716549625877493,0.1933385499608768,186.29560160405725,186.29560160405725,0.0,2018,2018-02
2018-02-26,NY,SELL,9667.0,9707.0003,9649.7,0.6716549625877493,0.1933385499608768,186.967256566645,186.967256566645,0.0,2018,2018-02
2018-02-28,EU,SELL,10735.86,10822.0003,10669.0,1.4526454168374439,0.09970580552888822,188.41990198348245,188.41990198348245,0.0,2018,2018-02
2018-02-28,EU,SELL,10735.86,10822.0003,10669.0,1.4526454168374439,0.09970580552888822,189.8725474003199,189.8725474003199,0.0,2018,2018-02
2018-02-28,NY,SELL,10443.01,10544.0403,10375.54,1.2529468090265816,0.0826921032601108,191.12549420934647,191.12549420934647,0.0,2018,2018-02
2018-02-28,NY,SELL,10443.01,10544.0403,10375.54,1.2529468090265816,0.0826921032601108,192.37844101837305,192.37844101837305,0.0,2018,2018-02
2018-03-01,EU,BUY,10435.39,10413.9997,10478.0,-2.3902849422401906,0.39028494224019045,189.98815607613287,192.37844101837305,-0.012424910658320088,2018,2018-03
2018-03-02,EU,SELL,11090.0,11105.7803,11031.59,-2.5622199831435273,0.5622199831435273,187.42593609298933,192.37844101837305,-0.02574355473080652,2018,2018-03
2018-03-03,NY,BUY,11414.0,11374.9997,11439.0,1.0479098878726656,0.23413153232154807,188.473845980862,192.37844101837305,-0.020296427275539417,2018,2018-03
2018-03-03,NY,BUY,11414.0,11374.9997,11439.0,1.0479098878726656,0.23413153232154807,189.52175586873466,192.37844101837305,-0.014849299820272313,2018,2018-03
2018-03-04,NY,BUY,11201.99,11167.6897,11237.0,1.7801129436186351,0.2612686186418273,191.3018688123533,192.37844101837305,-0.005596116697488696,2018,2018-03
2018-03-04,NY,BUY,11201.99,11167.6897,11237.0,1.7801129436186351,0.2612686186418273,193.08198175597192,193.08198175597192,0.0,2018,2018-03
2018-03-05,NY,SELL,11532.65,11563.050299999999,11517.99,0.660976371943703,0.3034877945283501,193.7429581279156,193.7429581279156,0.0,2018,2018-03
2018-03-05,NY,SELL,11532.65,11563.050299999999,11517.99,0.660976371943703,0.3034877945283501,194.4039344998593,194.4039344998593,0.0,2018,2018-03
2018-03-06,NY,SELL,10865.96,10910.0003,10844.0,0.7998862859698457,0.19738212500822855,195.20382078582915,195.20382078582915,0.0,2018,2018-03
2018-03-06,NY,SELL,10865.96,10910.0003,10844.0,0.7998862859698457,0.19738212500822855,196.003707071799,196.003707071799,0.0,2018,2018-03
2018-03-07,NY,BUY,10610.0,10581.2197,10628.0,0.9559316615879494,0.2949239584020979,196.95963873338695,196.95963873338695,0.0,2018,2018-03
2018-03-07,NY,BUY,10610.0,10581.2197,10628.0,0.9559316615879494,0.2949239584020979,197.9155703949749,197.9155703949749,0.0,2018,2018-03
2018-03-09,EU,SELL,8725.03,8865.5003,8715.0,0.09311559810153033,0.04969039006822117,198.00868599307643,198.00868599307643,0.0,2018,2018-03
2018-03-09,EU,SELL,8725.03,8865.5003,8715.0,0.09311559810153033,0.04969039006822117,198.10180159117795,198.10180159117795,0.0,2018,2018-03
2018-03-09,NY,SELL,8882.0,8959.9003,8868.01,0.2679630245326365,0.09121402613340464,198.36976461571058,198.36976461571058,0.0,2018,2018-03
2018-03-09,NY,SELL,8882.0,8959.9003,8868.01,0.2679630245326365,0.09121402613340464,198.6377276402432,198.6377276402432,0.0,2018,2018-03
2018-03-10,EU,BUY,9431.0,9410.289700000001,9449.0,-2.364301820833133,0.36430182083313273,196.27342581941008,198.6377276402432,-0.011902581895797603,2018,2018-03
2018-03-10,NY,SELL,9239.31,9305.0003,9210.0,0.7798495668310058,0.1125196261852964,197.0532753862411,198.6377276402432,-0.007976592729009413,2018,2018-03
2018-03-10,NY,SELL,9239.31,9305.0003,9210.0,0.7798495668310058,0.1125196261852964,197.83312495307212,198.6377276402432,-0.004050603562221221,2018,2018-03
2018-03-11,EU,SELL,8761.36,8809.0003,8717.83,1.6803192255297048,0.1471251860294778,199.51344417860182,199.51344417860182,0.0,2018,2018-03
2018-03-11,EU,SELL,8761.36,8809.0003,8717.83,1.6803192255297048,0.1471251860294778,201.19376340413152,201.19376340413152,0.0,2018,2018-03
2018-03-14,EU,SELL,9142.0,9153.0003,9118.5,3.6077561521050425,0.6648545948747036,204.80151955623657,204.80151955623657,0.0,2018,2018-03
2018-03-14,EU,SELL,9142.0,9153.0003,9118.5,3.6077561521050425,0.6648545948747036,208.40927570834162,208.40927570834162,0.0,2018,2018-03
2018-03-14,NY,SELL,8645.1,8700.0003,8630.95,-2.1259752678947126,0.1259752678947125,206.2833004404469,208.40927570834162,-0.01020096279625247,2018,2018-03
2018-03-15,EU,BUY,7950.36,7841.9997,8127.01,-2.058695740045017,0.058695740045016834,204.2246047004019,208.40927570834162,-0.020079101535749135,2018,2018-03
2018-03-15,NY,BUY,8172.0,8129.9997,8213.46,1.8186155813172478,0.15565603102835093,206.04322028171916,208.40927570834162,-0.011352927640004099,2018,2018-03
2018-03-15,NY,BUY,8172.0,8129.9997,8213.46,1.8186155813172478,0.15565603102835093,207.86183586303642,208.40927570834162,-0.0026267537442590644,2018,2018-03
2018-03-16,EU,SELL,8171.0,8190.5003,8100.0,-2.3352153556612003,0.33521535566120014,205.5266205073752,208.40927570834162,-0.013831702985238255,2018,2018-03
2018-03-17,EU,BUY,8213.55,8175.8597,8233.0,0.857758096910931,0.17433769431392487,206.38437860428616,208.40927570834162,-0.009715964403087373,2018,2018-03
2018-03-17,EU,BUY,8213.55,8175.8597,8233.0,0.857758096910931,0.17433769431392487,207.2421367011971,208.40927570834162,-0.005600225820936493,2018,2018-03
2018-03-17,NY,SELL,8040.6,8080.0003,8028.03,0.4748065370061028,0.16325967061164787,207.7169432382032,208.40927570834162,-0.003321984915428117,2018,2018-03
2018-03-17,NY,SELL,8040.6,8080.0003,8028.03,0.4748065370061028,0.16325967061164787,208.19174977520933,208.40927570834162,-0.0010437440099197411,2018,2018-03
2018-03-18,EU,SELL,7715.12,7744.190299999999,7690.99,1.4477973739521464,0.21231621276698645,209.63954714916147,209.63954714916147,0.0,2018,2018-03
2018-03-18,EU,SELL,7715.12,7744.190299999999,7690.99,1.4477973739521464,0.21231621276698645,211.08734452311361,211.08734452311361,0.0,2018,2018-03
2018-03-18,NY,BUY,7776.96,7732.0097000000005,7829.0,-2.1384099327479476,0.13840993274794758,208.94893459036567,211.08734452311361,-0.01013045067945225,2018,2018-03
2018-03-19,NY,SELL,8280.0,8299.960299999999,8261.63,1.5087949579917823,0.3318587395981218,210.45772954835746,211.08734452311361,-0.002982722513178472,2018,2018-03
2018-03-19,NY,SELL,8280.0,8299.960299999999,8261.63,1.5087949579917823,0.3318587395981218,211.96652450634926,211.96652450634926,0.0,2018,2018-03
2018-03-22,EU,SELL,8975.03,8999.9803,8911.5,-2.2877730528290403,0.28777305282904025,209.67875145352022,211.96652450634926,-0.010793086588351881,2018,2018-03
2018-03-22,NY,BUY,8734.0,8707.9997,8753.54,1.2343242193360122,0.2687353607458407,210.91307567285622,211.96652450634926,-0.0049698830319854625,2018,2018-03
2018-03-22,NY,BUY,8734.0,8707.9997,8753.54,1.2343242193360122,0.2687353607458407,212.14739989219223,212.14739989219223,0.0,2018,2018-03
2018-03-23,EU,BUY,8400.0,8375.289700000001,8440.0,2.9655649668358333,0.27195137250459606,215.11296485902807,215.11296485902807,0.0,2018,2018-03
2018-03-23,EU,BUY,8400.0,8375.289700000001,8440.0,2.9655649668358333,0.27195137250459606,218.0785298258639,218.0785298258639,0.0,2018,2018-03
